sample,EGFR,KRAS,TP53,BRCA1,BRCA2,ALK,PIK3CA,MAPK1,PTEN,HRAS,NRAS,AKT1,CDK4,CDK6,MYC,RET,FGFR1,FGFR2,BRAF,SMAD4,MLH1,MUTYH,TSC1,TSC2,VHL,IDH1,IDH2,SPOP,ARID1A,ATM,AXIN1,FBXW7,RAD51,RB1,ERBB2,RPS6KB1,STK11,NOTCH1,NF1,KMT2C,KMT2D,PD-0325901:MEK_IC50 (uM),RAF265:RAF_IC50 (uM),PHA-665752:c-MET_IC50 (uM),Histology,Hist Subtype1,Site Primary
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.04735,3.903,46.29,12.13,2.136,0.00586,10.83,12.39,15.61,11.67,26.58,36.12,130.5,43.79,302.9,0.02976,0.08274,0.382,6.82,5.801,29.56,7.13,6.672,9.766,27.22,42.13,102.6,18.69,38.36,5.964,17.26,6.147,17.84,19.28,1.047,11.04,30.83,2.434,6.167,5.96,14.62,,,,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.04706,5.979,29.15,14.66,10.19,0.00754,8.504,15.97,2.529,7.038,23.22,63.1,55.95,31.94,164.5,0.01612,19.95,0.00725,9.493,9.052,25.94,12.83,8.048,12.64,23.28,21.15,132.2,18.18,42.27,21.47,13.24,8.571,18.63,30.42,2.875,9.647,15.05,21.87,6.37,10.06,22.6,,,,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.04619,7.84,29.57,11.33,3.517,20.01,7.764,9.197,13.04,6.911,29.93,63.48,45.36,7.925,9.478,0.3344,0.4344,0.02355,5.831,5.59,18.67,5.278,5.581,9.59,35.72,56.97,1.93,12.58,20.16,5.704,5.607,3.793,8.999,8.445,1.59,12.74,19.44,11.58,6.382,2.816,9.898,1.158,2.444,8.0,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.04561,6.204,10.7,20.23,4.248,0.0032,9.619,14.43,20.43,11.76,27.46,47.77,89.49,27.68,72.1,0.04965,15.74,0.03851,9.082,7.126,20.19,12.64,9.972,12.91,29.97,13.05,191.2,13.46,30.84,14.0,20.67,7.573,25.38,25.31,1.829,8.765,21.99,11.56,6.825,5.326,17.78,8.0,0.3566,4.221,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.04442,4.931,63.08,20.35,4.085,0.0,13.3,11.78,13.46,11.61,38.97,27.91,91.18,17.72,181.1,0.01284,0.07818,0.01589,8.349,7.023,27.06,6.926,6.669,9.537,26.8,19.12,39.29,12.26,23.38,9.021,13.41,9.813,28.89,22.41,1.354,9.793,24.16,2.493,1.228,5.612,7.053,8.0,8.0,8.0,lymphoid_neoplasm,B_cell_lymphoma_unspecified,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.04391,3.294,7.085,16.67,3.046,0.00637,8.898,11.7,10.85,10.09,32.43,38.44,119.6,15.63,96.48,0.02177,6.168,0.05877,6.823,5.099,32.92,13.68,8.005,11.09,47.14,13.08,54.84,17.18,28.27,13.31,14.83,7.967,17.87,7.513,1.478,9.931,21.31,8.253,5.403,5.233,4.925,8.0,3.31,5.559,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH211_LUNG,0.04268,11.21,18.38,14.43,1.987,0.00465,4.799,21.54,9.443,26.95,31.34,17.76,142.6,68.93,192.9,0.00373,3.052,0.4285,10.79,4.253,8.7,13.22,2.749,16.55,24.68,42.21,85.63,30.04,49.17,7.39,21.3,22.99,6.414,8.488,7.271,18.88,18.32,4.194,11.26,5.603,13.5,8.0,4.229,6.395,carcinoma,small_cell_carcinoma,LUNG
DMS454_LUNG,0.04256,5.947,8.176,13.44,1.442,0.3659,6.404,23.97,5.502,28.37,19.86,40.49,119.7,6.689,62.94,21.01,19.62,0.05865,8.756,13.42,7.048,10.62,5.838,6.646,9.557,61.09,172.6,16.93,22.6,7.192,8.682,5.34,6.113,1.043,6.11,8.392,13.15,0.7691,8.741,10.11,20.15,,,,carcinoma,small_cell_carcinoma,LUNG
HCC1419_BREAST,0.04149,4.625,8.371,3.586,1.476,0.01798,5.344,16.46,6.889,22.6,1.588,74.39,69.29,3.135,6.544,7.26,7.591,0.04075,4.614,2.67,24.92,2.993,8.23,15.59,14.38,60.3,93.13,70.45,6.279,2.382,12.77,6.257,11.19,11.67,1685.0,8.565,13.82,2.18,5.447,6.086,11.14,,,,carcinoma,ductal_carcinoma,BREAST
NCIH446_LUNG,0.04099,5.364,28.45,7.966,2.903,0.03208,12.1,18.51,2.875,11.21,32.83,43.45,98.1,6.158,105.3,0.00762,13.44,9.493,10.38,16.81,11.28,4.792,3.117,14.03,12.28,36.33,51.44,18.23,28.77,7.323,13.97,3.897,7.174,11.16,1.048,11.17,21.82,0.9968,8.468,8.893,7.428,,,,carcinoma,small_cell_carcinoma,LUNG
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.04095,9.045,8.446,17.31,1.517,0.00153,7.671,16.07,5.333,18.65,59.84,37.08,96.3,28.47,322.3,0.00163,5.651,0.00294,17.34,10.21,28.24,4.434,7.911,13.7,18.93,28.28,3.248,19.66,26.14,6.458,12.19,6.019,13.53,6.387,1.384,12.24,15.81,2.699,10.3,7.626,16.91,1.129,4.318,0.7209,lymphoid_neoplasm,plasma_cell_myeloma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0404,2.548,3.372,10.51,2.086,0.00647,4.115,9.566,7.686,4.302,29.06,37.64,120.6,22.28,139.2,0.05257,1.213,0.02739,4.907,8.572,24.36,10.31,4.583,8.262,29.89,102.9,123.3,15.44,21.96,9.358,16.49,3.21,24.53,30.18,0.5383,6.063,25.95,4.136,3.23,4.486,8.91,2.202,8.0,8.0,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.03836,4.143,29.09,7.683,1.01,0.00701,8.015,26.23,14.35,7.756,35.45,14.57,136.3,176.8,191.1,0.00299,5.955,0.02291,4.421,7.28,22.36,6.685,7.327,11.55,27.56,104.2,61.36,20.29,15.14,2.667,17.92,4.701,14.34,12.75,1.386,7.875,29.66,0.3632,4.613,2.08,7.072,,,,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.03794,1.456,53.51,11.26,1.706,0.00693,1.946,12.97,31.48,19.14,17.38,58.77,95.48,27.19,154.1,1.187,2.355,0.03221,1.902,6.311,21.22,5.988,4.831,7.415,16.52,42.6,143.8,13.86,23.7,8.21,15.49,4.555,15.84,14.71,0.5454,8.067,44.77,14.83,2.351,3.893,5.512,,,,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0377,2.262,24.75,12.84,3.348,0.01989,9.575,18.56,18.67,6.885,19.3,50.82,92.41,65.71,117.1,0.2633,0.5061,0.01177,6.31,6.574,17.48,8.478,10.62,12.85,15.11,58.02,78.87,15.95,23.39,12.24,13.21,4.659,10.73,17.98,0.8357,7.942,23.08,21.73,4.671,8.983,24.54,,,,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.03716,9.845,75.85,12.79,5.498,0.01204,20.84,14.28,29.35,13.27,28.79,21.69,93.89,9.562,23.52,0.04679,11.64,0.02105,18.63,6.509,26.43,8.703,12.88,12.03,26.11,16.14,43.56,31.14,28.8,13.52,19.04,10.92,9.153,55.4,3.44,13.0,23.72,0.07626,7.021,6.863,9.937,8.0,1.369,8.0,lymphoid_neoplasm,Burkitt_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPC298_SKIN,0.03374,3.332,1.67,9.502,2.193,0.9665,6.816,28.45,7.487,15.07,65.95,45.69,75.45,14.58,106.3,0.01129,0.7144,0.02032,4.734,3.563,18.1,5.768,3.575,9.117,7.954,57.62,12.08,11.99,10.69,16.23,9.921,2.071,12.92,13.35,6.295,7.065,13.76,1.411,3.943,3.991,5.954,0.006271,0.1258,8.0,malignant_melanoma,NS,SKIN
C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.02811,2.933,55.22,11.12,4.891,0.00205,9.448,8.667,5.104,10.07,31.22,42.24,80.42,12.17,62.95,0.05049,9.68,0.00988,7.042,4.767,23.3,6.589,4.756,10.89,27.76,12.61,56.25,11.42,31.66,5.051,9.202,8.556,12.93,7.962,2.572,10.37,23.35,27.41,5.177,6.809,12.88,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
RH28_SOFT_TISSUE,0.02358,4.978,5.791,18.98,9.06,12.94,8.985,13.65,3.607,19.45,23.28,41.79,147.0,46.51,3.905,0.0,34.58,19.29,3.58,11.16,23.33,6.635,16.23,52.06,17.97,31.77,103.1,13.64,25.41,17.04,15.45,3.757,39.61,29.82,16.53,8.93,13.69,31.51,12.15,7.087,22.91,,,,,,SOFT_TISSUE
L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.02173,1.047,9.993,6.456,0.8667,19.36,0.939,6.64,21.79,25.89,17.95,42.53,25.69,17.59,68.87,0.5874,0.7326,1.257,1.543,2.886,8.12,5.823,1.862,5.373,6.012,13.49,2.039,15.17,10.04,1.803,6.382,3.662,6.662,11.36,1.32,8.746,8.379,6.189,2.529,1.872,1.39,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.02098,2.486,4.158,2.208,1.399,0.02235,2.595,16.97,18.74,24.24,14.34,28.15,11.97,8.325,23.01,0.01365,0.39,0.0,2.974,3.868,8.901,8.167,3.606,8.74,6.46,13.65,9.726,9.01,14.56,7.085,9.938,5.014,2.828,16.82,1.119,4.063,25.55,1.277,1.118,2.436,4.265,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.01564,0.9566,58.34,7.322,0.8706,0.01714,2.14,11.21,13.06,22.0,20.39,24.95,26.54,14.87,20.64,0.0,0.08063,0.00549,2.869,10.21,13.01,6.928,2.667,2.426,5.944,9.608,7.327,24.39,4.041,4.284,8.207,5.598,11.97,15.48,1.263,9.265,21.14,1.714,1.586,2.432,1.731,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CHLA57_BONE,0.01194,3.781,22.07,5.867,1.778,0.00312,5.21,14.01,10.26,14.73,47.77,28.96,163.9,16.25,48.66,0.2298,33.76,68.28,3.743,4.864,23.72,2.184,4.281,6.498,11.38,124.9,31.65,7.218,19.23,6.43,5.414,2.448,7.508,22.69,5.083,11.01,12.13,8.35,4.407,3.19,2.529,,,,,,BONE
DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.01091,8.046,43.46,29.84,6.3,0.00362,4.645,27.82,19.82,8.064,52.98,29.84,77.5,49.01,126.8,0.01162,1.307,0.9512,5.919,4.887,30.54,12.14,2.559,8.826,16.92,14.24,33.08,41.67,17.48,7.807,7.19,3.772,27.03,35.85,1.224,13.35,9.899,1.02,4.887,3.84,2.271,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CHLA9_BONE,0.00963,6.894,56.33,13.09,2.873,1.337,9.407,13.62,7.635,12.99,54.04,17.61,149.5,0.1892,70.46,0.01997,3.629,0.08141,6.247,11.89,30.01,2.646,5.738,12.61,16.72,69.59,69.13,23.49,15.36,5.464,9.004,2.788,14.1,20.96,12.57,10.64,13.04,2.485,4.902,2.805,3.116,,,,,,BONE
D425_CENTRAL_NERVOUS_SYSTEM,0.00898,6.726,6.581,3.752,1.642,2.125,4.47,8.846,3.45,1.921,9.064,5.171,27.09,13.37,236.6,0.03665,0.605,17.46,4.456,13.51,8.657,5.455,10.11,6.877,22.88,23.07,7.991,10.14,8.653,19.47,6.327,2.449,2.248,5.235,4.258,7.103,12.87,0.8778,7.316,4.483,6.541,,,,,,CENTRAL_NERVOUS_SYSTEM
MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.00838,19.91,17.54,10.77,4.191,0.0,10.29,16.16,17.64,2.864,49.58,33.04,48.01,11.57,39.11,0.00981,13.84,0.05298,6.516,8.273,19.96,3.857,4.11,8.323,25.27,15.93,8.165,21.05,24.14,15.74,10.08,5.281,10.95,18.87,2.495,15.17,9.106,3.893,6.37,8.133,5.635,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
STM9101_SOFT_TISSUE,0.00777,4.559,21.57,4.391,1.485,0.06283,4.399,12.96,4.846,17.93,18.25,26.31,62.91,0.05349,86.29,0.01733,212.0,58.76,4.848,14.22,12.29,3.547,4.76,16.24,27.33,24.12,19.43,13.32,16.62,7.255,19.61,4.174,4.986,4.78,31.08,11.47,13.47,5.263,8.196,4.726,12.18,,,,,,SOFT_TISSUE
DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.00394,2.326,63.28,16.06,3.856,0.0018,10.37,30.49,13.7,8.222,30.21,34.26,49.64,102.5,104.1,0.03848,10.61,0.02078,7.566,7.279,20.54,8.59,5.199,7.483,17.72,12.89,89.68,15.79,18.13,11.83,5.821,4.327,12.22,52.44,2.713,9.885,9.859,4.847,4.81,8.83,3.759,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TC205_BONE,0.00302,2.359,41.11,16.3,2.312,0.7044,7.792,14.3,0.5145,13.39,35.22,19.09,109.7,0.00633,97.52,0.1514,8.895,0.00354,8.439,11.53,21.12,2.265,5.952,10.41,17.14,25.65,56.3,32.25,19.76,3.709,6.574,2.734,9.919,17.78,6.285,18.03,9.816,1.413,8.562,5.306,4.898,,,,,,BONE
D458_CENTRAL_NERVOUS_SYSTEM,0.00236,4.855,11.84,7.542,2.046,0.03013,5.991,13.58,3.852,5.347,27.26,12.15,80.65,6.407,510.3,0.0046,1.126,8.849,4.812,7.487,16.37,4.547,6.27,6.437,14.93,139.9,17.33,17.53,13.67,5.484,4.75,2.526,6.464,12.16,2.286,14.0,11.06,0.5714,5.515,2.079,5.042,,,,,,CENTRAL_NERVOUS_SYSTEM
SKPNDW_BONE,0.00222,8.851,23.85,11.57,3.632,12.09,10.41,21.72,0.00973,3.992,55.47,12.41,94.03,0.4725,474.3,0.00434,11.72,4.37,15.73,6.764,16.42,4.297,5.755,14.6,35.07,32.77,24.3,24.09,31.55,5.939,10.26,5.783,8.034,1.991,1.902,15.51,25.6,0.02544,4.39,15.77,16.78,,,,,,BONE
SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.00176,4.427,39.13,34.86,4.4,0.00321,5.241,22.8,3.128,9.188,46.44,27.2,78.72,34.32,66.69,0.00098,20.64,0.6672,3.71,5.722,22.34,10.94,3.899,6.393,13.79,22.08,117.7,32.65,15.4,10.11,8.327,3.493,23.35,17.76,3.265,6.069,15.87,11.64,6.14,7.003,6.091,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.00169,4.917,20.45,5.281,1.906,0.00309,8.107,9.926,10.86,3.592,51.67,33.39,33.27,3.8,86.73,0.0,0.01363,0.00595,5.501,9.794,12.66,3.221,4.408,5.499,13.77,4.046,1.758,19.53,4.723,1.201,5.261,3.739,4.883,8.377,0.354,9.212,9.378,3.309,3.858,2.826,1.829,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0005,0.7693,30.72,4.76,0.401,0.01642,1.42,5.632,9.915,31.22,9.926,23.12,7.265,5.049,47.59,0.03704,0.3459,0.0,1.794,4.975,10.3,19.09,4.51,10.87,4.363,2.565,54.56,8.658,4.79,5.657,3.897,2.961,11.08,6.037,6.457,5.017,17.72,7.498,1.374,1.23,1.701,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,4.374,46.63,7.14,2.501,0.00268,2.228,9.683,6.856,4.369,20.23,45.75,80.3,0.6134,134.4,0.04445,3.415,0.0,3.209,5.054,8.978,8.229,2.993,6.125,10.45,9.84,18.32,12.37,13.84,1.435,2.441,3.563,7.129,5.498,0.6162,9.117,4.929,3.577,2.607,3.056,2.64,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0,4.123,20.51,6.784,3.031,0.00797,4.536,7.893,19.75,6.255,20.3,22.61,60.55,7.535,62.74,0.1516,2.075,0.00307,3.932,10.45,20.43,10.14,3.941,4.713,10.97,10.73,4.788,12.98,12.27,6.177,4.87,3.881,9.633,10.0,0.8911,7.814,9.735,0.9039,2.827,2.695,2.169,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,lymphoid_neoplasm,Burkitt_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HLE_LIVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,carcinoma,hepatocellular_carcinoma,LIVER
VMRCLCD_LUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,carcinoma,adenocarcinoma,LUNG
HS739T_BREAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,carcinoma,NS,BREAST
1321N1_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,glioma,astrocytoma,CENTRAL_NERVOUS_SYSTEM
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,glioma,astrocytoma,CENTRAL_NERVOUS_SYSTEM
BGC823_STOMACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,,,STOMACH
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,4.518,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LC1SQSF_LUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.371,8.0,carcinoma,squamous_cell_carcinoma,LUNG
KP1N_PANCREAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.094,8.0,carcinoma,ductal_carcinoma,PANCREAS
KP1NL_PANCREAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.068,8.0,carcinoma,ductal_carcinoma,PANCREAS
GLC82_LUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.013,8.0,,,LUNG
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.992,8.0,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MB157_BREAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.427,8.0,carcinoma,NS,BREAST
M059J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.913,8.0,,,
HS229T_LUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.364,8.0,carcinoma,adenocarcinoma,LUNG
OC316_OVARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.03,8.0,carcinoma,adenocarcinoma,OVARY
SJRH30_SOFT_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.01,8.0,rhabdomyosarcoma,NS,SOFT_TISSUE
OC315_OVARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.389,8.0,carcinoma,serous_carcinoma,OVARY
DOV13_OVARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.948,8.0,,,OVARY
CHL1_SKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.2671,8.0,malignant_melanoma,NS,SKIN
HS840T_UPPER_AERODIGESTIVE_TRACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.1268,8.0,other,papilloma,UPPER_AERODIGESTIVE_TRACT
AZ521_STOMACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.413,0.899,8.0,carcinoma,NS,STOMACH
SF8657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.783,0.5039,8.0,,,
COLO677_LUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.965,2.923,8.0,,,LUNG
SNUC2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.028,8.0,8.0,,,
HS895T_SKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7168,0.1679,8.0,malignant_melanoma,NS,SKIN
C3A_LIVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,3.51,8.0,carcinoma,hepatocellular_carcinoma,LIVER
PL45_PANCREAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6037,8.0,8.0,carcinoma,ductal_carcinoma,PANCREAS
KCIMOH1_PANCREAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3927,,8.0,carcinoma,ductal_carcinoma,PANCREAS
SKMEL2_SKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2338,3.493,8.0,malignant_melanoma,NS,SKIN
RKN_OVARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2004,6.407,8.0,,,OVARY
COLO205_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006001,0.6063,8.0,carcinoma,adenocarcinoma,LARGE_INTESTINE
TE125T_SOFT_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhabdomyosarcoma,NS,SOFT_TISSUE
TE159T_SOFT_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhabdomyosarcoma,NS,SOFT_TISSUE
HS821T_BONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,giant_cell_tumour,NS,BONE
SHSY5Y_AUTONOMIC_GANGLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neuroblastoma,NS,AUTONOMIC_GANGLIA
OUMS27_BONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chondrosarcoma,NS,BONE
HS819T_BONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chondrosarcoma,NS,BONE
TIG3TD_LUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,immortalized_embryonic_fibroblast,LUNG
HS737T_BONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,giant_cell_tumour,BONE
HK2_KIDNEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,immortalized_epithelial,KIDNEY
BJHTERT_SKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,immortalized_fibroblast,SKIN
COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,haematopoietic_neoplasm,chronic_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DM3_PLEURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesothelioma,NS,PLEURA
RS5_PLEURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesothelioma,NS,PLEURA
TC32_BONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,BONE
HS822T_BONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,BONE
HS863T_BONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,BONE
COLO818_SKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malignant_melanoma,NS,SKIN
COLO849_SKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malignant_melanoma,NS,SKIN
HS600T_SKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malignant_melanoma,NS,SKIN
HS688AT_SKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malignant_melanoma,NS,SKIN
HS834T_SKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malignant_melanoma,NS,SKIN
HS839T_SKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malignant_melanoma,NS,SKIN
